user_address,amount
  0xdbc5f71e9c2791ef453c23e7b8c5bda1bf6cb536,1
  0x2a2c689ff73dd6eeec589971c4d69c723cb960df,1
  0x3d61eb31c185b41348905258c6956babe2fdfc58,1
  0xa2d483b235897ef527a9a3430d7e9867f666b3c8,1
  0xad14531958ff34a814eb280412ca4d8cb798578b,1
  0xb47c1d05b7e068840bbd275f5cf0f5996753ed43,1
  0x4286076edc7c65de94ee98218fee11311bf746d5,1
  0xde9fea5abc2abe79a374811d47a0242ec676ff46,1
  0xa8b711a79095c66da6636280d612ec332ac5f788,1
  0x3977e02d94dbf908961ac891b44a33cb0f4e1bf0,1
